contas,nomenclatura_estrutura
RECEITA DE PUBLICIDADE - WEB^RECEITA DE SERVIÇOS NO PAIS,( + ) RECEITA NO PAIS
FGTS (CP)^PESSOAL APLICADO NA PRODUCAO,( - ) CMV / CPV
DEDUCAO DO CUSTO^CAIXA GERAL,( - ) DEDUÇÃO DO CUSTO
(-) RECUPERACAO PIS.^SERVICO DE TERCEIROS-PESS.JURIDICAS..,( - ) SERVIÇOS DE TERCEIROS
VARIAÇÃOMONETARIAPASSIVA^DESPESASFINANCEIRAS,( - ) DESPESAS FINANCEIRAS
"32508 - MULTAS PUNITIVAS^333333333349 - IMPOSTOS, TAXAS E CONTRIBUICOES",( - ) OUTROS IMPOSTOS E TAXAS
JUROS ATIVOS^RECEITAS,( + ) RECEITA FINANCEIRA
IOF^IMPOSTOS,( +/- ) OUTROS RESULTADOS FINANCEIROS
SERVIÇOS DE AGENCIAMENTO/COMISSÕES^DESPESAS GERAIS,( - ) COMISSÕES DE VENDAS
MANUTENÇÃO E CONSERVAÇÃO^DESPESAS GERAIS ADMINISTRATIVAS,( - ) CUSTOS FIXOS
SERVS TERCEIRIZADOS CONTABILIDADE^IRPJ E CSLL A PAGAR,( - ) DESPESAS COM PRESTAÇÃO DE SERVIÇOS
(-) RENDIMENTOS APLICAÇÃO FINANCEIRA^(-) RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
CONDOMÍNIO^OUTRAS DESPESAS ADMINISTRATIVAS,( - ) DESPESAS COM LOCAÇÃO
CURSOS E TREINAMENTOS - MKT^DESPESAS GERAIS,( - ) DESPESAS GERAIS - MKT
[2356]MATERIAS DE ESCRITÓRIOS^[2340]OUTRAS DESPESAS  ADMINISTRATIVAS,( - ) DESPESAS GERAIS
LOCACAO DE BENS^ALUGUEIS E ARRENDAMENTOS,( - ) DESPESAS GERAIS
DESPESAS C/AR CONDICIONADO^MANUTENCAO DE INSTALACOES,( - ) MANUTENÇÃO PREDIAL
MATL.DE COPA/COZINHA^DESP.C/MATERIAL DE EXPEDIENTE,( - ) DESPESAS ADMINISTRATIVAS
DESP.C/JUROS CAPITAL DE GIRO^DESPESAS FINANCEIRAS GERAIS,( - ) DESPESAS FINANCEIRAS
IMPRESSOS E SERVIÇOS GRÁFICOS (DESP. COMERCIAIS)^MARKETING,( - ) DESPESAS OPERACIONAIS
DESPESA COM AMORTIZACOES^DESPESAS COM DEPRECIACOES/AMORTIZACOES,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
TICKET CAR^DESPESAS COM PESSOAL,( - ) DESPESAS COM BENEFÍCIOS
BENS DE PEQUENO VALOR^CUSTOS COM MATERIAL DE CONSUMO,( - ) MATERIAL DE CONSUMO
VALE TRANSPORTE^DESPESAS TRABALHISTAS,( - ) DESPESAS COM BENEFÍCIOS
VARIAÇÃO CAMBIAL ATIVA^RECEITAS FINANCEIRAS,( + / - ) VARIAÇÃO CAMBIAL ATIVA
VIAGENS-PASSAGENS^VIAGENS,( - ) DESPESAS COM P&D
SERVIÇOS TERCEIRIZADOS C/INFORMATI^SERVICOS DE TERCEIROS - MATRIZ,( - ) DESPESAS COM TERCEIROS
CSLL LUCRO PRESUMIDO^CREDITOS COM PESSOAS LIGADAS - NC,( - ) IR/CS CORRENTE
SALARIOS E REMUNERAÇÕES^DESPESAS COM PESSOAL,( - ) DESPESAS COM PESSOAL
MATERAISDEINFORMATICA^DESPESASGERAIS,( - ) GERAIS E ADMINISTRATIVAS
SERV. ASSESS.ADMINISTRATIVAS^DESPESAS C/SERV.DE ASSESSORIA,( - ) DESPESAS ADMINISTRATIVAS
PRÓ-LABORE^REMUNERAÇÃO DA DIRETORIA,( - ) REMUNERAÇÃO DIRETORIA
13º. SALÁRIO^[NÃO IDENTIFICADA],( - ) SALARIES
FUTURO - DI 1^FUTURO,( + ) TITULOS E VALORES MOBILIÁRIOS
HOSPEDAGEM SOFTWARE^SERV. - PESSOAS JURÍDICAS,( - ) DESPESAS COM SERVIÇOS DE TERCEIROS
MATS ESCRIT/INFORMATICA^MATERIAIS AUXILIARES CONSUMO,( - ) DESPESAS COM MATERIAIS
JORNAIS E REVISTAS^DESPESAS ADMINISTRATIVAS,"( - ) OUTRAS (INCLUI VEÍCULOS, LEASING, CATETE)"
CONTRIBUICAO S/MOV.FINANCEIRA-CPMF^TRIBUTOS FEDERAIS,( - ) DESPESAS COM IMPOSTOS
IPTU^DESPESAS TRIBUTÁRIAS,( - ) OUTROS IMPOSTOS E TAXAS
[2478]REVERSAO DE PROVISAO PARA FERIAS^[NÃO IDENTIFICADA],( - ) ADICIONAIS DE PESSOAL
DEPREC EDIFICIOS E CONSTRUCOES^APURACAO DO RESULTADO,(-) DEPRECIAÇÃO/AMORTIZAÇÃO
CONSERVACAO AMBIENTAL^CAIXA GERAL,( - ) DESPESAS GERAIS
DESP. C/INSS^RESERVA DE LUCROS,( - ) ENCARGOS SOCIAIS
CANCELAMENTO DE RESERVA^VENDAS CANCELADAS,( - ) DEDUÇÕES DA RECEITA
SERVIÇOS PRESTADOS DE TERCEIROS^DESPESAS DE PRESTAÇÃO SERVIÇO MANUTENÇÃO,( - ) DESPESAS COM TERCEIROS
SERVIÇO DE CONSULTORIA^DESPESAS COM SERVIÇO PRESTADO,( - ) DESPESAS COM TERCEIROS
SERVICOS^RECEITA OPERACIONA,NET SALES 3RD - DOMESTIC
MULTAS DE TRANSITO^MULTAS...............................,DESPESA FINANCEIRA
COFINS - SCP 3^TRIBUTOS PROVISIONADOS,( - ) PIS/COFINS
PUBLICAÇÕES^DESPESAS DE SERVICOS,( - ) CUSTOS DOS SERVIÇOS
CUSTO C/ FRETES^SERVICOS PRESTADOS,( - ) DESPESAS COM TERCEIROS
TAX ON INCOME - CSLL^TAX ON INCOME,TAX ON INCOME
LINHAS DIRETAS - NACIONAIS E INTERNACIONAIS^DESPESAS DE COMUNICACOES,( - ) DESPESAS COM TELECOM
INSS EMPRESA^[NÃO IDENTIFICADA],( - ) DESPESAS COM ENCARGOS
"(-) IPI S/VENDA MERCAD SORVETE 1,5LT^(-) TRIBUTOS S/VENDA MERC SORVETE 1,5LT",( - ) IPI
LOCAÇÃO DE SOFTWARE^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS COM COMISSÕES
DESPESAS DE CONTRIBUICAO AO PIS/PASEP^OUTRAS DESPESAS OPERACIONAIS,( - ) PIS/COFINS
(-)PIS S/FATURAMENTO^RECEITA LIQUIDA DE SERVIÇOS-MATRIZ,( - ) PIS/COFINS
ENCARGOS SOCIAIS S/SALARIOS-FGTS^ENCARGOS SOCIAIS,( - ) ENCARGOS SOCIAIS
GANHO AJUSTE A VALOR JUSTO^OBRIGACOES DIVERSAS,( +/- ) AJUSTE A VALOR JUSTO
ISSQN^CREDITOS COM PESSOAS LIGADAS - NC,( - ) ISS
TAXAS BANCARIAS EM GERAL^DESPESAS COM PESSOAL,"( - ) OUTRAS (INCLUI VEÍCULOS, LEASING, CATETE)"
ALUGUEL LOJAS^CUSTOS DIRETOS PARA COMERCIALIZACAO,( - ) DESPESAS COM LOCAÇÃO
PCLD-CONDOMÍNIO^PCLD,( - ) DESPESAS COMERCIAIS
METALFLEX^DEDUCOES DA RECEITA,COGS - 3RD - DOMESTIC
IRPJ - PRESUMIDO^[NÃO IDENTIFICADA],( - ) IR/CS
ESTACIONAMENTO REPASSADO.^DESPESAS/CUSTOS REPASSADOS...........,( - ) CUSTO DOS SERVIÇOS - OUTROS
CARTÓRIO^DESPESAS GERAIS,( - ) DESPESAS COM VIAGENS
INSS S/ 13º SALÁRIO^RESULTADO DO EXERCICIO,( - ) HUMAN RESOURCES MKT
OUTROS MATERIAIS AUXILIARES^ICMS A RECUPERAR,( - ) MATERIAIS E SERVIÇOS
SEGUROS^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
DESPESAS  BANCÁRIAS^FINANCIAMENTO ATIVO FIXO,( +/- ) REC E DESP. FINANCEIRA LÍQUIDA
DESPESAS COM CARTAO DE CREDITO^[NÃO IDENTIFICADA],( +/- ) OUTROS RESULTADOS FINANCEIROS
LIMPEZA E CONSERVACAO^[NÃO IDENTIFICADA],( - ) DESPESAS ADMINISTRATIVAS
SALARIOS E ORDENADOS - ADM^DESPESAS COM PESSOAL,( - ) DESPESAS COM REMUNERAÇÃO
IPTU^IMPOSTOS-TAXAS E DEMAIS DESP.TRIBUT.,( - ) DESPESAS COM OCUPAÇÃO
JUROS S/ APLICAÇÃO FINANCEIRA^RECEITAS FINANCEIRAS,( + ) FINANCIAL INCOME
DESPESAS C/ ESTAGIARIOS^CAIXA GERAL,( - ) DESPESAS COM SALÁRIOS
[4578]TRIÊNIO^[NÃO IDENTIFICADA],( - ) DESPESAS COM SALÁRIOS
REEMBOLSOS (ALIM./COMB./ESTAC)^DESPESA COMERCIAL,( - ) DESPESAS COMERCIAIS
DESPESAS DIVERSAS^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
AMORTIZACAO INTANGIVEL^AMORTIZAÇÃO,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
TAXAS E TARIFAS^DESPESAS BANCÁRIAS,( - ) OUTROS IMPOSTOS E TAXAS
COMISSOES - PJ^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS
13O SALARIO^[NÃO IDENTIFICADA],( - ) CUSTO SERVIÇOS PRESTADOS
REMUNERAÇÃO DE VIAGENS^SALÁRIOS E ORDENADOS,( - ) CUSTOS
RESULTADODAEQUIVALENCIAPATRIMONIALNEGATIVO^OUTRASRECEITAS(DESPESAS)OPERACIONA,( +/- ) EQUIVALÊNCIA PATRIMONIAL
SALÁRIOS^PESSOAL E ENCARGOS,( - ) DESPESAS OPERACIONAIS
SINDICATO PATRONAL^IMPOSTOS E TAXAS,( - ) DESPESAS GERAIS
HORA EXTRA FILIAL^ENTRADAS COMERCIAIS,( - ) DESPESAS GERAIS
COMISSOES PELA INTERMEDIACAO DE SERVICOS^VIAGENS/REPRESENTACOES,( - ) CUSTOS DAS MERCADORIAS VENDIDAS
(-) COFINS^(-) IMPOSTOS SOBRE SERVICOS PRESTADOS,( - ) PIS/COFINS
CRIAÇÃO E PRODUÇÃO DE PEÇAS^MARKETING,( - ) DESPESAS COM MARKETING
(-) IRPJ^(-) DEDUÇÃO RECEITA FINANCEIRA,( + ) RECEITA FINANCEIRA
SEGUROS DE ACIDENTES DE TRABALHO^DESPESAS GERAIS,( - ) DESPESAS COM BENEFÍCIOS
ISS-SERVICOS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
RING JOINT^RECEITA OPERACIONA,NET SALES 3RD - DOMESTIC
DESCONTOS OBTIDOS^TÍTULOS E VALORES MOBILIÁRIOS,( +/- ) REC E DESP. FINANCEIRA LÍQUIDA
DESPESA C/ VARIAÇÃO CAMBIAL^DESPESAS FINANCEIRAS,( +/- ) VARIAÇÃO CAMBIAL
UNIFORMES^DESPESAS GERAIS ADMINISTRATIVAS,( - ) OUTRAS DESPESAS COM FOPAG
SERVIÇOS DIVERSOS P/CURSOS^CUSTOS C/SERVICOS DIDATICOS,( - ) CUSTOS FIXOS
501  PROPAGANDA E PUBLICIDADE^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
BENEF TECNICOS EDUCACIONAIS^DEDUCOES DA RECEITA,R & D
TELEFONIA^COMOCUPAÇÃO,( - ) GERAIS E ADMINISTRATIVAS
3.07.03.015.024   DESPESAS COM CARTÓRIO^3.07.03.015   DESPESAS GERAIS,( - ) DESPESAS GERAIS
CONTRIBUICAO SOCIAL S/LUCRO^CONTRIBUICAO SOCIAL S/LUCRO,( - ) CS CORRENTE
(-) ICMS S/VENDA PROD.PICOLE FRUTAS^(-) TRIBUTOS S/VENDA PROD.PICOLE FRUTAS,( - ) ICMS
CARTORIO COMERCIAL^DESPESAS GERAIS COMERCIAL,( - ) OUTRAS DESPESAS DE VENDAS
TELEFONE MOVEL CELULAR^DESPESAS GERAIS ADMINISTRATIVAS,( - ) TELECOM
MEDICAMENTOS^BANCO SANTANDER,( - ) BENEFÍCIOS
JURIDICO^DESP C/ SERV PROF CONTRAT-PJ,( - ) DESPESAS COM TERCEIROS
FRETES S/VENDAS MI^DEDUCOES DA RECEITA,COMMERCIAL
PROV INSS S/ 13.SALARIO^DESPESAS COM PESSOAL,( - ) DESPESAS COM ENCARGOS
COPIAS E FOTOCOPIAS^CAIXA GERAL,( - ) DESPESAS GERAIS
SEGURO DE VIDA^RESULTADOS DE EXERCICIOS,( - ) DESPESAS COM BENEFÍCIOS
HORA EXTRA^DESPESAS TRABALHISTAS,( - ) DESPESAS COM SALÁRIOS
SALARIOS^DESPESAS TRABALHISTAS,( - ) DESPESAS COM PESSOAL
[986854]SERVIÇOS GRÁFICOS^[A00395]PRESTAÇÃO DE SERVIÇO - PJ,( - ) DESPESAS COM TERCEIROS
COMEMORACAO DIA DOS PAIS^CUIDAR E RECOMPENSAR,( - ) PRÁTICAS DE RH
BOLSA - ESTAGIÁRIOS^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
"ICMS ST BONIFICAÇÃO^IMPOSTOS, TAXAS E CONTRIBUICOES",( - ) ICMS
RESULTADO NA ALIENACAO DE IMOBILIZADO^RESULTADO NA ALIENACAO DE ATIVOS,( +/- ) RESULTADO NÃO OPERACIONAL
CRÉDITOS DE CLIENTES E FUNCIONÁRIOS^RECUPERAÇÃO DESPESAS OPERACIONAIS,( - ) RECUPERAÇÃO DE DESPESAS
3.07.03.013.006   SEGUROS DE VEÍCULOS^3.07.03.013   DESPESAS COM VEÍCULOS,( - ) DESPESAS GERAIS
MOVEIS E UTENSILIOS ADM^DEPRECIACOES,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
COFINS^GANHOS COM APLIC.FINANCEIRAS,( + ) RECEITAS APLIC FINANCEIRAS
COMUNICACAO (INTERNET E TELEFONIA)^CUSTOS COM UTILIDADES PUBLICAS,( - ) UTILIDADES
TAXA DE DESCONTO DE CONTRATO^DESPESAS NAO OPRACIONAIS,( +/- ) OUTROS RESULTADOS FINANCEIROS
DESCONTOS OBTIDOS^RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
CONSULTORIA^SERVIÇOS PROFIS CONTRATADOS,( - ) SERV. TERCEIROS
FERIAS (CP)^PESSOAL APLICADO NA PRODUÇÃO,( - ) CMV / CPV
MATERIAL DE CONSUMO^CAIXA GERAL,( - ) DESPESAS GERAIS
MATERIAL DE LIMPEZA^DESPESAS GERAIS COMERCIAIS,( - ) DESPESAS COM UTILIDADES
CORREIOS/MALOTES/SERV ENTREGA^DESPESAS GERAIS,( - ) DESPESAS GERAIS
BENS DE NATUREZA PERMANENTE^DESPESAS FINANCEIRAS,( - ) DESPESAS GERAIS
JUROS PAGOS^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
ICMS ST^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
DESCONTOS CONCEDIDOS^[NÃO IDENTIFICADA],( +/- ) OUTROS RESULTADOS FINANCEIROS
SALARIOS^DESPESAS C/PESSOAL,( - ) CUSTOS COM FOPAG
MATERIAL GRAFICO^UTILIDADES E SERVICOS,( - ) DESPESAS GERAIS
SEGUROS PREDIOS^SEGUROS,( - ) DESPESAS GERAIS
CONTABILIDADE^DESP C/ SERV PROF CONTRAT-PJ,( - ) DESPESAS COM TERCEIROS
INSS^[NÃO IDENTIFICADA],( - ) DESPESAS COM ENCARGOS
CARTÓRIOS^UTILIDADES E SERVICOS,( - ) DESPESAS GERAIS
SERVICOS PRESTADOS DE PRODUCAO^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
CRIAÇÃO E PRODUÇÃO DE PEÇAS^MARKETING,( - ) DESPESAS COM MARKETING
SERV.TERC.PF-JARDINAGEM^SERV.TERC.-PESSOA FISICA,( - ) DESPESAS COM TERCEIROS
SERVICO DE CONSULTORIA^SERVICOS PROFISSIONAIS,( - ) SERV TERCEIROS
LOCACAO DE VEICULOS^[NÃO IDENTIFICADA],( - ) DESPESAS COM VIAGENS
PIS SOBRE VENDAS FERTILIZANTES^DEDUCOES SOBRE VENDAS FERTILIZANTES,( - ) PIS/COFINS
SISTEMA DE SEGURANCA^DESPESAS COM SERVICOS DE TERCEIROS,( - ) SERV DE TERCEIROS
DEVOLUÇÕES E ABATIMENTOS^(-) DEDUÇÕES DA RECEITA,( - ) DESCONTOS E ABATIMENTOS
DESPESAS DIVERSAS^DESPESAS TRABALHISTAS,( - ) OUTRAS DESPESAS COM FOPAG
BENEFICIOS A EMPREGADOS^DESPESAS COM PESSOAL,( - ) DESPESAS COM BENEFÍCIOS
SERVICOS DE TERCEIROS/JOB.^CUSTOS DE PROJETOS / EVENTOS,TOTCLSVC - COST OF CLIENT SERVICES
INDENIZACAO POR DANOS MATERIAIS.^OUTRAS RECEITAS OPERACIONAIS..........,"OUTRAS RECEITAS/(DESPESAS) OPERACIONAIS, LÍQUIDAS"
ICMS - FRETES AUTONOMOS^[NÃO IDENTIFICADA],( - ) OUTROS IMPOSTOS E TAXAS
DEPRECIACAO DE OUTROS IMOBILIZADOS^[NÃO IDENTIFICADA],( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
PCLD PROVISAO DE CLIENTES DE LIQ DUVIDOS^OUTRAS PROVISOES,( +/- ) OUTROS RESULTADOS FINANCEIROS
FORMAÇÃO DE PESSOAL^DESPESAS GERAIS ADMINISTRATIVAS,( - ) OUTRAS DESPESAS COM FOPAG
SALÁRIOS E ORDENADOS - SCP DOR^DESPESAS COM PESSOAL - SCP DOR,( - ) DESPESAS COM SALÁRIOS
PROV.FGTS S 13.SALARIO^PROVISÕES TRABALHISTAS,( - ) DESPESAS COM PESSOAL
VARIAÇÕES CAMBIAIS-ATIVAS^RECEITAS FINANCEIRAS,( +/- ) VARIAÇÃO CAMBIAL - FORNEC.
ENERGIA ELETRICA^DESPESA,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
ALUGUÉIS PREDIAIS^DESPESAS PREDIAIS E DE OCUPACAO,( - ) DESPESAS COM OCUPAÇÃO
MANUTENÇÃO DE MÓVEIS/UTENS./MÁQUINAS^GASTOS FIXOS,( - ) CUSTOS
CURSOS E TREINAMENTOS^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS GERAIS
IRPJ - IMPOSTO DE RENDA PESSOA JURIDICA^PROVISÃO IMPOSTOS E CONTRIBUIÇÕES SOBRE O LUCRO,( - ) IR/CS CORRENTE
COMERCIALIZA��OEPLANEJAMENTOCOMERCIAL^CUSTOSDOSERVI�OPRESTADO,( - ) CUSTOS DE ALUGUÉIS E SERVIÇOS
DESPESAS COM CARTORIO^OUTRAS DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
DESPESAS BANCÁRIAS - CONSÓRCIO^DESPESAS FINANCEIRAS,( +/- ) REC/DESP FINANCEIRAS
HONORARIOS CONTABEIS^[NÃO IDENTIFICADA],( - ) DESPESAS COM TERCEIROS
(-) COFINS S/ MATERIAIS DE EMBALAGEM^MATERIAIS ADMINISTRATIVOS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
FÉRIAS^DESPESAS COM PESSOAL,( - ) SALARIES
SERVS TERCEIRIZADOS DE AUDITORIA^SERVICOS PROFISSIONAIS,( - ) DESPESAS COM PRESTAÇÃO DE SERVIÇOS
AJUSTES DE INVENTARIO^DESPESAS OCUPACAO/UTILIDADE E SERVICOS,( - ) CUSTO DE PRODUTO VENDIDO (CPV)
DESPESAS COM LOCACAO^DESPESAS GERAIS,( - ) DESPESAS COM LOCAÇÃO
( - ) PERDAS CONTINGÊNCIAS CIVEIS^(-)OUTRAS DESPESAS OPERACIONAIS,( - ) DESPESAS GERAIS
CURSOS E TREINAMENTOS^CUSTOS COM PESSOAL,( - ) CUSTOS COM FOPAG
SERVIÇOS DE MANUTENÇÃO^DESPESAS ADMINISTRATIVAS,( - ) MANUTENÇÃO PREDIAL
FORMAÇÃO DE PESSOAL^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
GASTOS MAT.CONSUMO - DIVERSOS^GASTOS MATERIAIS DE CONSUMO,( - ) DESPESAS GERAIS
PASSAGENS AEREAS^ADMINISTRATIVAS,( - ) OUTRAS DESPESAS ADMINISTRATIVAS
VIAGENS-OUTROS GASTOS EM VIAGENS^VIAGENS,( - ) CUSTOS COM VIAGENS
SERVICOS ESPECIAIS^CAIXA GERAL,( - ) OUTROS CUSTOS VARIÁVEIS
[PENDEN]DESPESAS C/ DOCUMENTAÇÃO PENDENTE^[A00438]DESPESAS INDEDUTÍVEIS,( - ) DESPESAS GERAIS
13° SALARIO ADM.^DESPESAS COM PESSOAL,( - ) 13O SALÁRIO E FÉRIAS
ASSESSORIA CONTÁBIL^SERVIÇOS TERCEIRIZADOS,( - ) DESPESAS OPERACIONAIS
FERIAS^CAIXA GERAL,( - ) DESPESAS COM 13º SALÁRIOS E FÉRIAS
CONTRIBUICAO SINDICAL^DESPESAS GERAIS,( - ) DESPESAS COM ENCARGOS
CONTA DE TELEFONIA - FIXA^COMUNICAÇÃO,( - ) DESPESAS OPERACIONAIS
ENERGIAELETRICA^COMOCUPAÇÃO,( - ) GERAIS E ADMINISTRATIVAS
LANCHESEREFEIÇÕES^DESPESASGERAIS,( - ) GERAIS E ADMINISTRATIVAS
SERVIÇOS DE VIGILANCIA E SEGURANÇA^DESPESAS COM PRESTAÇÃO DE SERVIÇOS,( - ) CUSTOS DOS SERVIÇOS
DESP C/ SERV PROF CONTRAT-PJ^DESPESAS GERAIS,( - ) DESPESAS COM TERCEIROS
SERVS TERCEIRIZADOS CONTABILIDADE^SERVICOS PROFISSIONAIS,( - ) DESPESAS COM PRESTAÇÃO DE SERVIÇOS
CANAIS DIGITAIS^DESPESAS COM MARKETING,( - ) DESPESAS COM MARKETING
COMPRA PARA USO E CONSUMO^DESP DE FUNCIONAMENTO,( - ) DESPESAS ADMINISTRATIVAS
SERVICOS ESPECIAIS^CAIXA GERAL,( - ) OUTROS CUSTOS VARIÁVEIS
PROPAGANDA E PUBLICIDADE^[NÃO IDENTIFICADA],(-) PROPAGANDA/BRINDES/CONFRATERNIZAÇÃO
PRÊMIOS DE PRODUÇÃO^MÃO-DE-OBRA,( - ) REMUNERAÇÕES [P&D]
PRODUTOS ESPECIAIS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
PARTICIPA��O NOS LUCROS E RESULTADOS^RESULTADO DO EXERCICIO,( - ) HUMAN RESOURCES - SALES
AMORTIZAÇÃO DE DESÁGIO^OUTRAS RECEITAS,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
CONTRIB SINDICAL PATRONAL^CAIXA GERAL,( - ) OUTROS IMPOSTOS E TAXAS
DESPESAS DE CARTORIOS^CAIXA GERAL,( - ) DESPESAS GERAIS
DESCONTOS - VZ MADUREIRA SHOPPING^DESC CONCEDIDOS VZ,( - ) DESCONTOS CONCEDIDOS
IOF^FINANCEIRAS,( - ) OUTROS IMPOSTOS E TAXAS
MATERIA PRIMA^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
OUTRAS DESPESAS COM PESSOAL^APURACAO DO RESULTADO,(-) GERAIS E ADMINISTRATIVAS
DESPESAS DE IMPORTAÇÃO^GASTOS GERAIS NA PRESTAÇÃO DE SERVIÇOS,( - ) CUSTOS DOS SERVIÇOS
DESCONTOS - VZ COPACABANA^DESC CONCEDIDOS VZ,( - ) DESCONTOS CONCEDIDOS
VARIAÇÃO MONETÁRIA PASSIVA^DESPESAS FINANCEIRAS,( +/- ) REC/DESP FINANCEIRAS
CUSTO COM DEPRECIACOES^CUSTOS COM DEPRECIACOES/AMORTIZACOES,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
SERVIÇOS PRESTADOS P.F.^DESPESAS INDEDUTÍVEIS,( - ) DESPESAS COM TERCEIROS
CUSTOS COM SALÁRIOS^[NÃO IDENTIFICADA],( - ) CUSTOS COM PESSOAL
DESP.C/BENS DE USO-DIVERSOS^DESPESAS C/BENS DE USO,( - ) MANUTENÇÃO PREDIAL
ADICIONAIS^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
ESTACIONAMENTOS^CAIXA GERAL,( - ) VIAGENS E DESLOCAMENTOS
REV PROV REPRESENTAÇÃO - 3VF_I^DESPESAS COM VIAGENS,( - ) DESPESAS COM VIAGENS
MATERIAIS DE CONSUMO - ADM^DESPESAS - ADM,( - ) DESPESAS GERAIS
DESCONTOS CONCEDIDOS^BANCOS CONTA APLICACAO,( - ) DESPESAS FINANCEIRAS
ISS S/ VENDAS.^(-) IMPOSTOS INCIDENTES S/ VENDAS.....,( - ) IMPOSTOS INCIDENTES SOBRE VENDAS
JUROS PASSIVOS^DESPESAS FINANCEIRAS,( - ) DESPESAS COM JUROS
TELEFONES^CAIXA GERAL,( - ) DESPESAS COM TELECOM
DESPESAS C/ ESTAGIARIOS^CAIXA GERAL,( - ) DESPESAS COM SALÁRIOS
REFEICOES^CAIXA GERAL,( - ) DESPESAS COM BENEFÍCIOS
RECEITA DE ALUGUEL^RECEITA DE SERVICOS,( + ) OUTRAS RECEITAS
(-) REPASSES DE SALÁRIOS^SALÁRIOS E PROVENTOS,( - ) SALÁRIOS - ADMINISTRATIVO
IPTU^IPTU,( - ) OUTROS IMPOSTOS E TAXAS
AGUA E ESGOTO^CUSTOS COM UTILIDADES PUBLICAS,( - ) UTILIDADES
VALE REFEICAO^DESPESAS COM PESSOAL,( - ) PESSOAL
CEVENTUAL W3 NET COMPETENCIAS^RECEITAS C/ CONSULT. EVENT.,RECEITA DE SERVIÇOS
ALUGUEIS PJ ESCOLAS^CUSTOS ADM.DED.PIS/COFINS,( - ) CUSTOS FIXOS
ICMS^[NÃO IDENTIFICADA],( - ) CUSTOS COM EQUIPAMENTOS
AUXILIO CRECHE^SALARIOS E ENCARGOS,( - ) DESPESAS COM SALÁRIOS
AUDITORIA (FISICA).^SERVICOS TERCEIROS-PESS. FISICAS.....,( - ) SERVIÇOS DE TERCEIROS
JUROS S/ PGTO TRIBUTOS EM ATRASO^DESPESAS COM JUROS,( - ) DESPESAS COM JUROS
UTENSILIOS^MAQUINAS E EQUIPAMENTOS,( - ) DESPESAS GERAIS
VENDA DE MAQUINAS E EQUIPAMENTOS^RECEITA DE VENDA DE ATIVO IMOBILIZADO,( + ) OUTRAS RECEITAS
INTERNET^DESPESAS DE MARKETING & COMERCIAL,( - ) DESPESAS COM MARKETING
"SERVIÇOS DE HOSPEDAGEM DE DADOS (""HOSTING"")^PRESTADORES DE SERVIÇO",( - ) CUSTOS DOS SERVIÇOS
ISS - SCP 5^SCPS,( - ) ISS
DESCONTOS FINANCEIROS OBTIDOS^????????????,( + ) RECEITA FINANCEIRA
INTANGÍVEL INTERNO^DESP OPERACIONAIS PESSOAL,( - ) OUTRAS DESPESAS COM FOPAG
VALE REFEICAO^BENEFICIOS,( - ) DESPESAS COM BENEFÍCIOS
CONDUCOES^CAIXA GERAL,( - ) VIAGENS E DESLOCAMENTOS
INDENIZAÇÕES TRABALHISTAS^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
CUSTO DE VENDAS MASSAS EXPORTACAO^CUSTO DE PROD.E SERV.EXPORTACAO,( - ) CUSTOS PROD E SERV VENDIDOS
COMBUSTÍVEIS E LUBRIFICANTES^GASTOS GERAIS,( - ) OUTROS CUSTOS OPERACIONAIS
ÁGUA E ESGOTO^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS
COMISSÕES^DESPESAS GERAIS COMERCIAIS,( - ) DESPESAS COMERCIAIS
